entity_group,score,word,start,end
B,0.49519283,pregn,20,26
B,0.48619533,Sand,32,37
B,0.75287426,stopped,53,61
B,0.7895918,pregnancy,68,78
I,0.86059433,patient,86,94
B,0.7662291,restriction,121,133
I,0.840575,abdomen,3,11
B,0.6507597,asymmetric,15,26
B,0.8290428,distended,30,40
I,0.4365627,domin,51,56
B,0.37942508,el,58,60
I,0.54269564,vic mass,60,68
B,0.6176181,30,78,80
I,0.8849466,weeks,80,86
B,0.6466566,neoplasia showed invasion,3,29
B,0.40160322,per,36,40
I,0.3960797,i,40,41
I,0.63685,glandular fat tissue,42,62
B,0.7419008,symptoms,3,12
B,0.83364344,aggravated,17,28
B,0.71756995,ables,1,6
B,0.86941046,retrieved,11,21
B,0.7649622,tunnelled,25,35
B,0.38514534,left,38,43
I,0.65957147,flank,43,49
B,0.92338556,assessment,10,21
B,0.7079023,blood results,22,36
I,0.72568953,eleven year old girl,2,23
B,0.8888498,presented,23,33
B,0.6447267,paed,40,45
B,0.4730173,vision,148,155
B,0.5738104,com,12,16
B,0.5000239,operation,30,40
B,0.6637015,completed,44,54
I,0.77008045,patient,62,70
B,0.8621192,recovered,70,80
B,0.8312658,resection,18,28
B,0.6934737,used,32,37
B,0.83618486,protr,51,57
I,0.73852444,posterior wall of,62,80
I,0.6833661,auditory canal,93,108
I,0.87859106,-year-old man,4,17
B,0.80344015,presented,17,27
I,0.63392854,ear,45,49
B,0.75497574,charge,53,59
B,0.45526534,left,60,65
I,0.4510151,-,65,66
B,0.6669006,s,66,67
B,0.7114538,head,71,76
B,0.8033649,plop,84,88
B,0.6313429,vertigo,106,114
B,0.70981896,inn,117,120
I,0.4696787,it,120,122
B,0.48087937,us,122,124
B,0.66590166,hearing imp,129,141
I,0.6064514,morning,8,16
B,0.83410335,admission,26,36
B,0.7690984,evolved,50,58
B,0.5922133,severe,79,86
B,0.8937446,pain,94,99
I,0.50104487,eyes,111,116
B,0.81838155,vomiting,128,137
B,0.9963117,hist,12,17
B,0.9910585,ist,42,45
B,0.61630917,hem,47,50
B,0.7275839,ph,97,99
B,0.8736858,ithelioma,102,111
B,0.9325799,cin,120,123
I,0.6151014,st,144,147
B,0.7533022,aged,147,151
I,0.7057498,1,157,158
I,0.96151525,1,159,160
I,0.87099284,2-year-old woman,3,19
B,0.90203375,presented,61,71
B,0.599071,department,88,99
B,0.5336088,,106,107
I,0.7432445,day,108,112
I,0.6726329,dys,123,127
B,0.72151613,pnea,127,131
B,0.778453,fatigue,132,140
I,0.47374615,chest,152,158
B,0.60112655,pain,158,163
B,0.5750452,Patient,0,7
B,0.7052423,given,11,17
B,0.8092033,oxygen,29,36
B,0.6594571,fluids,37,44
B,0.7716788,iotics,51,57
B,0.8078434,pressure,86,95
I,0.42252088,ar,7,9
B,0.5330084,cartilage,9,19
B,0.50945306,regular,23,31
B,0.57611716,normal,35,42
B,0.7227134,mer,4,8
B,0.51703495,em,12,14
B,0.73143864,switched,18,27
B,0.9294183,c,35,37
B,0.6550407,4 weeks,61,69
I,0.58912337,patient,77,85
B,0.87347907,charged,93,100
B,0.64125973,hospital,109,118
B,0.96193135,recovery,127,136
B,0.61116,ography,27,34
B,0.88768375,scan,39,44
B,0.49981624,performed,48,58
B,0.57099426,les,90,94
B,0.5274441,diagnosis,3,13
B,0.832593,hepat,16,22
I,0.60896605,ell,24,27
I,0.5119197,car,31,35
B,0.48977417,cin,35,38
B,0.8438893,comp,49,53
I,0.41168532,cirrhosis,60,70
B,0.5831637,reson,8,14
B,0.5834049,imaging,18,26
I,0.47078514,patient,33,41
I,0.6193143,pituit,43,50
B,0.50520605,failed,59,66
B,0.49670905,en,103,105
B,0.8036333,results,4,12
B,0.5894088,normal,17,24
I,0.6640545,cells,45,51
B,0.55422187,elevent,2,10
B,0.63350296,post,11,16
I,0.6894335,day,26,30
B,0.65565425,blood stained,31,45
B,0.49423972,out,56,60
B,0.6313119,sac,63,67
B,0.41118065,wound,70,76
B,0.67822117,apeutic,4,11
I,0.73335606,median,35,42
B,0.8823041,lapar,42,48
I,0.8909877,otomy,48,53
B,0.9175477,dilat,56,62
I,0.9380931,jej,81,85
B,0.908458,ten cm,121,128
B,0.8357729,itz,141,144
B,0.6254569,She declined,0,12
B,0.83566153,therapy,22,30
B,0.5482758,treated,38,46
B,0.8433088,radi,51,56
B,0.49933812,comm,64,69
B,0.78203267,3,75,77
I,0.7793728,weeks,77,83
B,0.92138684,He,0,2
B,0.9124615,fit,16,20
I,0.3581703,card,3,8
B,0.5258518,ed,47,49
B,0.82709926,measured ten,2,15
I,0.51776224,cm,15,18
B,0.4940298,length,21,28
B,0.5795242,seros,46,52
I,0.7982635,vessels,54,62
B,0.93874305,She,0,3
B,0.85852396,feb,7,11
B,0.7158002,,37,38
I,0.43768126,,42,43
I,0.4204851,C,44,46
I,0.6514291,leg sw,65,72
B,0.60544735,elling,72,78
B,0.6234984,opy,28,31
B,0.6320414,ste,66,69
B,0.4627002,syn,96,100
B,0.59361345,ond,108,111
I,0.8011346,right knee,154,165
B,0.87039125,margin,8,15
B,0.9027139,clear,19,25
I,0.9670414,hours,7,13
B,0.8559185,she consult,20,32
B,0.5732093,ruled,93,99
I,0.5741421,,1,2
B,0.45508528,3,2,3
I,0.73806643,6 year old female farmer,3,27
B,0.515598,,35,36
B,0.5350138,,47,48
I,0.9578523,weeks,50,56
B,0.843647,presented,66,76
B,0.877344,v,3,4
B,0.8217266,contrast,6,15
B,0.8827025,enh,16,19
B,0.98076725,tom,33,37
B,0.4906307,(ECT,44,49
B,0.9755604,il,71,73
B,0.5431092,c,79,81
B,0.96842796,measuring 6,93,105
B,0.9555998,its widest,111,122
B,0.5445684,enh,141,145
B,0.56565565,solid,151,157
B,0.6384293,l,195,197
B,0.84707034,aden,201,205
I,0.9594834,day,3,7
I,0.43810457,dom,59,62
I,0.5554797,cat,66,70
B,0.5037414,astrop,70,76
B,0.48472336,ne,89,92
B,0.38593787,rot,93,96
I,0.37602538,enter,101,107
I,0.5261666,itis,111,115
B,0.9717647,She,0,3
B,0.83892053,admitted,12,21
B,0.7337366,le,44,47
B,0.5887078,bruc,59,64
B,0.7036274,negative,77,86
B,0.8278436,The,0,3
I,0.9337514,patient,3,11
B,0.8270274,HIV negative,20,33
B,0.7041067,identified,79,90
I,0.38578466,c,7,9
B,0.8134435,admission,40,50
B,0.6039681,We present,0,10
B,0.4122795,,22,23
I,0.91049814,2-year-old woman,24,40
B,0.4649613,enlargement,66,78
I,0.8944874,anterior neck,85,99
B,0.6724532,culture,9,17
I,0.5453378,occus,66,71
I,0.46904263,us,76,78
I,0.49516827,i,82,83
B,0.9417348,He,0,2
B,0.8632877,admitted,16,25
B,0.84079486,confusion,36,46
B,0.5746865,set,61,64
B,0.60364586,dating,75,82
B,0.638114,,87,88
I,0.7053079,8 hours,89,96
B,0.49910697,morb,6,11
B,0.73454124,edema appeared,35,50
B,0.8611734,She,0,3
B,0.69629395,history,18,26
I,0.65960115,thyroid nod,44,56
B,0.711673,history,81,89
B,0.7240909,therapy,119,127
I,0.44341218,d,24,26
B,0.46252865,end,26,29
I,0.47574517,cells,34,40
B,0.85540503,detected,45,54
I,0.7946318,centers,70,78
I,0.573976,plasma cells,106,119
B,0.63607556,fol,128,131
I,0.8372073,7-year-,3,10
I,0.94052005,pregnant woman,13,28
B,0.8293215,presented,28,38
I,0.75972354,5 weeks,59,66
I,0.6692269,3-,85,87
I,0.369739,general,147,155
I,0.5774516,itch,159,164
I,0.5268798,astic -,186,193
B,0.5891377,st,200,203
B,0.9272341,She,0,3
B,0.8523492,admitted,7,16
I,0.44258264,blood,61,67
B,0.5047131,gl,67,70
I,0.47273907,uc,70,72
B,0.44874662,ose,72,75
I,0.3900916,aven,84,88
I,0.5325632,gluc,91,96
B,0.81142616,feeding,109,117
B,0.6590603,initiated,121,131
I,0.5329229,,1,2
I,0.8366183,7 year-old woman,3,19
I,0.43855655,h,70,71
B,0.35124603,ma,71,73
B,0.5134667,benef,77,83
B,0.47417212,3,132,134
B,0.85785395,test,20,25
B,0.61921513,equ,32,36
B,0.5124447,ability,66,73
B,0.415449,,6,7
I,0.84907293,rd day,8,14
B,0.8430601,admission,17,27
B,0.4123972,che,32,36
B,0.60146993,resolved,58,67
I,0.7609999,right lid,106,116
B,0.5751774,opening,116,124
B,0.796826,examination,12,24
I,0.5402624,lump,40,45
I,0.77016354,right brow,61,72
B,0.7137809,This,0,4
I,0.85910475,patient,4,12
B,0.68259096,bowels management,55,73
I,0.50803065,asym,24,29
B,0.82695407,met,29,32
I,0.5654513,signal,37,44
B,0.7334951,bil,59,63
B,0.8455192,pet,69,73
I,0.913717,bone,77,82
B,0.5672507,enhancement,95,107
B,0.6206909,pet,142,146
B,0.97884756,tym,180,184
B,0.44611788,0,214,215
I,0.9989073,�,215,216
B,0.8065222,�,217,218
I,0.553159,�4,217,219
B,0.786753,�,219,220
I,0.9966558,�,219,220
B,0.92227066,enh,222,226
I,0.7025376,les,232,236
I,0.71400934,itory,264,269
B,0.88594073,me,269,272
I,0.943958,7th-8th,291,298
B,0.5525765,diagnosis,3,13
B,0.82725537,phrot,19,24
I,0.54053026,patient,52,60
B,0.50870013,pred,87,92
I,0.72359353,/,105,106
B,0.60693824,alapril,113,120
I,0.49101412,5,123,124
B,0.83108836,ar,142,144
B,0.82247216,treatment,147,157
B,0.5701446,fections,224,232
B,0.93278635,str,258,261
B,0.5774088,Attempt,0,7
B,0.74606484,repositioning,10,24
I,0.86616474,eyelids,28,36
B,0.90190315,examination revealed,8,29
I,0.47194323,tonsillitis,39,51
B,0.80343235,swelling,55,64
B,0.5752268,the,67,71
I,0.87101966,left posterior pharyngeal wall.,71,103
B,0.77838326,ization revealed,27,43
B,0.73159736,confirm,69,77
B,0.65676236,Ewing,80,86
I,0.52536124,sar,88,92
B,0.5627067,the,2,6
I,0.67407393,third week,6,17
I,0.6726336,al leuk,31,38
B,0.80276555,count,44,50
B,0.7185981,8,54,56
I,0.67678064,m,60,61
B,0.6448209,decreased,75,85
I,0.75266796,mg,93,95
B,0.97136647,She,0,3
B,0.6182748,diabetic,19,28
B,0.5342286,hypertensive,31,44
B,0.660106,blood transfusion,66,84
B,0.53428155,Fet,0,3
B,0.6501153,heart rate,5,16
B,0.9275309,,20,21
I,0.45841387,b,24,26
B,0.52690876,history,12,20
B,0.74214274,radiation exposure,23,42
B,0.7323657,re,2,5
B,0.59191,explored,6,14
B,0.55745125,treatment,18,28
B,0.53013355,end,40,44
B,0.519334,ed,47,49
I,0.8300713,patient,53,61
I,0.5687071,bronch,98,105
I,0.672524,nodule,108,115
B,0.56925726,difficult,175,185
B,0.7004002,control,188,196
B,0.7453645,ref,200,204
B,0.8942766,examination showed,12,31
B,0.5735783,ation,42,47
B,0.4365361,el,50,53
I,0.54916036,spindle-,60,69
I,0.74663997,cells,75,81
B,0.5976494,we,100,102
B,0.447653,sected,141,147
B,0.41710877,right,150,156
I,0.67373127,angles,156,163
B,0.53046894,congen,19,26
B,0.69876087,anomaly,30,38
B,0.90490514,history,25,33
B,0.65770346,negative,37,46
B,0.8734494,blood,50,56
B,0.5410781,agul,59,63
B,0.48895103,ies,68,71
B,0.61731076,hypertension,75,88
B,0.9308777,He,0,2
B,0.6038499,pet,8,12
I,0.40966648,dog,12,16
B,0.68061066,reported,20,29
B,0.6811175,travel,39,46
B,0.9184254,She,0,3
B,0.8845372,referred,7,16
I,0.42092898,nose,57,62
B,0.8793483,bil,63,67
B,0.8232097,he,84,87
B,0.49588552,facilities,3,14
B,0.8585637,measurement,22,34
B,0.814789,She tested negative,0,19
B,0.7625191,HIV,22,26
B,0.7423205,headache,2,11
B,0.638663,blurred vision,12,27
B,0.8549843,bleeding,42,51
B,0.75276726,mentioned,56,66
B,0.7519158,cut,27,30
B,0.6013495,U,50,51
B,0.5485067,iration,65,72
I,0.8016325,left,81,86
B,0.70075315,hep,86,90
I,0.67277724,atic ab,90,97
B,0.3594074,sc,97,99
I,0.80557954,ess,99,102
B,0.47729376,c,102,104
I,0.5316431,avity,104,109
B,0.8507375,The,0,3
I,0.79576755,ient wors,7,16
B,0.73990786,ened neurologically,16,35
B,0.7882036,correction,43,54
B,0.7894176,ac,71,74
B,0.8118297,is,78,80
I,0.89742976,he,81,84
B,0.9169054,int,88,92
B,0.7733543,ated,94,98
B,0.9451352,day,101,105
B,0.69758004,3,106,107
B,0.60006166,admission,114,124
I,0.37404877,(,124,126
B,0.7955827,day,126,129
B,0.53378236,symptoms,134,143
I,0.9636088,LAD,3,7
I,0.48324832,5mm vessel,22,32
B,0.7360284,ugged,39,44
B,0.56586003,mid,91,95
I,0.6829736,-,95,96
B,0.41815603,port,96,100
B,0.92704916,examination revealed,9,30
B,0.4447207,palp,39,44
I,0.86964756,liver,48,54
B,0.72283137,perit,72,78
B,0.6353545,irritation,83,94
B,0.7715654,The,0,3
I,0.9378776,patient,3,11
B,0.7232414,discharg,15,24
I,0.4821536,day ,61,66
B,0.4814623,3,66,67
B,0.57438207,plan,3,8
B,0.7943412,allow pregnancy,15,31
B,0.51444834,continue,34,43
I,0.6323135,32 completed weeks,55,74
B,0.62450737,ne,99,102
B,0.59326315,survival,108,117
B,0.63798314,He continued prednisolone,0,25
I,0.6214158,60mg,25,30
B,0.74678373,,51,52
I,0.7465867,6 weeks,52,59
B,0.4747659,dose,82,87
B,0.7844454,,90,91
I,0.786983,0mg,92,95
I,0.78655857,days,108,113
B,0.88878745,,117,118
I,0.72216797,6 weeks.,118,126
I,0.5829714,days,3,8
B,0.80858505,ac,32,35
B,0.5081526,resp,38,43
B,0.74537194,mult,134,139
B,0.83368737,zym,163,166
B,0.78406197,creatine,202,211
I,0.5755238,ph,211,214
B,0.8057208,osph,214,218
B,0.5929964,inase,220,225
B,0.5077246,,226,227
B,0.5361684,0,252,253
B,0.69815975,card,262,267
B,0.7146547,ponin,274,279
B,0.57767266,,282,283
I,0.8560096,/,287,288
I,0.7243257,/,318,319
B,0.8078718,leucopenia,323,334
B,0.53627247,,335,336
I,0.9235429,/,340,341
B,0.5951938,,360,361
I,0.49270466,-,365,366
I,0.77215725,/,370,371
B,0.88305265,thrombocytopen,378,393
I,0.8833023,/,402,403
B,0.60687625,,406,407
B,0.50310445,,423,424
B,0.6769353,50,425,427
I,0.8287127,/,437,438
B,0.6266442,3,441,443
B,0.6254171,prothrombin time,445,462
B,0.55801964,3,464,465
B,0.57976365,,482,483
B,0.83169335,0,484,485
B,0.7051526,0,488,489
B,0.5217884,The,0,3
I,0.50428563,latter,3,10
B,0.93248963,suspected,14,24
B,0.54848737,neck infection,37,52
B,0.49399045,retro,67,73
I,0.7115959,aryngeal abscess.,75,92
B,0.69577426,day,2,6
I,0.62357205,,6,7
B,0.83025473,admission he showed,11,31
B,0.77860945,response,42,51
B,0.8699909,treatment,54,64
I,0.75398463,oedema,79,86
B,0.5378912,ascites,87,95
B,0.79617834,BP,100,103
B,0.8179946,reduced,107,115
B,0.89448184,diagnosis,7,17
B,0.7089852,hepat,20,26
I,0.55153817,ellular Carcin,28,42
B,0.8214684,pregnancy,48,58
B,0.8686539,The,0,3
I,0.9399242,patient,3,11
B,0.80061495,received,11,20
B,0.6261007,resuscitation,28,42
B,0.72732514,platelet,43,52
B,0.5707275,ery,56,60
I,0.6999426,throcyte,60,68
B,0.6244276,fusion,74,80
B,0.51199615,steroids,81,90
B,0.48478976,iotics.,100,107
B,0.96201015,She,0,3
B,0.7760573,episodes,11,20
I,0.76662254,two weeks of,36,49
B,0.42491722,ep,49,52
B,0.45204723,axis,55,59
B,0.5716351,3,65,67
I,0.83956975,per day,69,77
B,0.58975536,stopping,86,95
B,0.5365168,guided,7,14
I,0.38367343,b,24,25
B,0.9515518,drainage,45,54
B,0.8830755,ysis showed,6,17
B,0.55354285,urea (0,39,46
I,0.38930473,.,46,47
I,0.46644005,-,48,49
I,0.5933695,.,50,51
I,0.7826899,gram per day per day,52,73
B,0.6137999,,5,6
I,0.8561066, years,7,13
B,0.6479745,diagnosis,22,32
B,0.5065938,M,35,37
B,0.7075153,the,39,43
I,0.9757336,patient,43,51
B,0.6575301,alive,55,61
B,0.5099606,active,76,83
B,0.6423864,survival,126,135
B,0.7439176,therapy,148,156
B,0.5838548,ioresp,18,24
B,0.57217586,u,35,37
B,0.44097915,symptoms,46,55
B,0.79415053,The,0,3
I,0.9270139,patient,3,11
B,0.85157436,treated,20,28
B,0.7026899,charged,36,43
B,0.68462926,August ,46,54
B,0.5826796,pathology results,62,80
B,0.62182623,available 11,85,98
I,0.9268456,days,98,103
I,0.48697838,Parents,0,7
B,0.6384054,visible perist,44,59
I,0.7229574,abdominal wall,71,86
B,0.65748256,lead,93,98
B,0.825187,Pain,0,4
B,0.886673,w,18,20
B,0.7133875,ened,23,27
B,0.5766131,the,32,36
I,0.9005298,months,36,43
B,0.77751094,relie,57,63
B,0.8062821,grav,73,77
B,0.52766496,radiation,112,122
I,0.5897122,chest,129,135
B,0.6615102,surgeons,11,20
B,0.6073674,present,25,33
B,0.62569255,sig,48,52
B,0.56590354,omy,59,62
B,0.74627924,The,0,3
I,0.9363059,patient,3,11
B,0.6354462,went menopause,17,31
B,0.6778269,age 48,34,41
I,0.8705828,years,41,47
B,0.49274245,menstru,72,80
B,0.9214554,scan revealed,6,20
B,0.680106,,22,23
I,0.9802611,week,25,30
B,0.50214493,3,32,33
I,0.90462905,day old fetus,33,47
B,0.47988892,fet,60,64
I,0.9794341,month,3,9
I,0.87916255,woman,19,25
B,0.6418644,reported,25,34
B,0.70074064,health,47,54
B,0.83692384,ep,61,64
B,0.6298534,episodes,71,80
B,0.7142567,prescribed,15,26
B,0.6682854,comm,38,43
B,0.73379356,ly,66,68
B,0.95324194,therapy,72,80
B,0.61140466,consisted,86,96
B,0.7871239,period of,131,141
B,0.7731567,3,142,143
B,0.6440278,4 hours,144,151
B,0.66935706,day,157,161
B,0.7122839,The,0,3
I,0.91338825,patient,3,11
B,0.73898023,history,26,34
B,0.5308307,non,38,42
B,0.7619391,signific,43,51
I,0.9678705,oph,6,9
B,0.6891103,positive,26,35
B,0.5599863,CD,36,39
B,0.83325315,negative,45,54
B,0.9849231,Ki-,55,59
B,0.53061545,than,70,75
B,0.85074776,2,76,77
B,0.78851974,positive,78,87
B,0.85327595,the mitotic,91,103
B,0.9503561,2-,122,124
B,0.86707723,0,125,126
I,0.54428625,0,132,133
B,0.7298632,ind,2,5
B,0.51470053,sac,8,12
B,0.5050498,stimulator,29,40
B,0.7008643,implanted,44,54
B,0.8707057,ole,1,4
B,0.61938405,an,43,45
B,0.5435046,V,79,80
B,0.8553569,E,83,84
I,0.9940287,patient,3,11
B,0.70784146,referred,11,20
B,0.93424195,ary,60,63
I,0.5615031,raft,79,83
B,0.6822169,ing,83,86
I,0.78355145,6 year,94,100
I,0.87591076,teacher,104,112
B,0.99990094,managed,125,133
B,0.50585127,Heart,147,153
I,0.65481,(,161,163
B,0.5637655,facility,191,200
I,0.9513546,Lagos,203,209
I,0.55928266,Castleman,37,47
B,0.53689533,3,63,64
I,0.88033867,-year-old woman,65,80
B,0.53707534,astic,105,110
B,0.4549063,imm,116,119
B,0.5088289,tumor,3,9
B,0.78303564,staged,28,35
B,0.81993467,st,65,68
B,0.5724601,operation,73,83
B,0.7711451,recommended,87,99
I,0.58987546,patient,113,121
B,0.7161425,uv,133,135
B,0.8607033,treatment,147,157
B,0.54604936,opt,161,165
B,0.53238153,follow,177,184
B,0.543044,up,185,187
B,0.79315615,temperature,3,15
B,0.89235103,3,19,21
B,0.94812167,examination,12,24
B,0.6420057,normal,39,46
B,0.9304142,treatment,14,24
B,0.7646776,started,28,36
B,0.43234262,pro,52,55
B,0.7134491,doctor decided,3,18
B,0.54077935,otherapy,45,53
B,0.8843112,appearances,5,17
B,0.6569658,thought,22,30
I,0.3955903,calc,71,76
I,0.4654061,is,80,82
B,0.6782589,ing,15,18
I,0.70072156,patient,23,31
B,0.8527554,hy,44,47
B,0.9619703,okala,71,76
B,0.74415606,correction,80,91
B,0.59356844,therapy,103,111
B,0.8924414,referred,121,130
B,0.8241815,care,143,148
B,0.78467876,management,163,174
B,0.90087825,impro,190,195
I,0.47686216,hem,3,7
B,0.43399343,og,7,9
B,0.81948656,dropped,21,29
B,0.56800157,,37,38
I,0.52508223,mg/,39,43
B,0.4165219,dl,43,45
B,0.90609425,she,49,53
I,0.6809986,red cell packs,62,77
B,0.96297985,He,0,2
B,0.8705798,started,6,14
B,0.5226265,par,22,26
B,0.48981145,et,28,30
I,0.6459734,amol,30,34
B,0.69833255,The,0,3
I,0.91356355,patient,3,11
B,0.690519,taken,15,21
B,0.91905344,exploration,34,46
B,0.62907016,staging,50,58
B,0.5194862,ovar,62,67
I,0.59147376,ian malignancy,67,81
B,0.5467924,card,32,36
B,0.4466119,mon,50,53
B,0.67152476,The,0,3
I,0.93286586,child,3,9
B,0.7518382,started,13,21
B,0.5925063,raction,51,58
B,0.85818225,he,62,65
I,0.5910037,par,65,68
B,0.7064588,performed,29,39
B,0.6935015,weighted ,77,87
B,0.61959475,9,89,90
I,0.52355593,kg,90,92
I,0.81488436,mother,100,107
B,0.98515505,ro,5,7
B,0.9278036,al,13,15
B,0.86801356,signs,27,33
B,0.9067401,epilepsy,36,45
B,0.7124097,diagnosis,78,88
B,0.92402554,ket,95,98
B,0.8897418,glyce,108,113
B,0.5684506,ia,114,116
B,0.7762876,epileptic,124,134
I,0.5366164,seiz,134,139
B,0.74946004,post,3,8
B,0.5852203,period,17,24
B,0.80485934,unevent,28,36
B,0.81968135,examination,12,24
B,0.69850725,showed,40,47
I,0.4402056,our,78,81
B,0.50576913,6,82,83
I,0.5573743,mm,84,86
B,0.8225952,induction,10,20
B,0.7637284,prost,52,58
I,0.51844037,din,74,78
B,0.7171374,aspiration,11,22
B,0.76648337,bi,33,36
B,0.6393517,les,47,51
B,0.5384228,performed,59,69
B,0.57771933,tub,92,96
B,0.8692927,cin,104,107
I,0.44395703,breast,117,124
B,0.89685285,The,0,3
I,0.9086782,patient,3,11
B,0.9143893,apyretic,15,24
B,0.87183726,examination,4,16
I,0.60370505,patient,21,29
B,0.8266771,seen,33,38
B,0.6380224,ollen pop,57,66
B,0.46346286,ite,67,70
B,0.53705704,foss,72,77
B,0.7103102,marked quadrice,82,98
I,0.3513599,ps,98,100
B,0.49541572,ting,104,108
I,0.3853273,lower,121,127
B,0.7814455,She,0,3
B,0.82416403,diabetic,18,27
B,0.6000603,Hypertensive,28,41
B,0.6706452,illness,66,74
I,0.7209576,abdomen,3,11
B,0.8613843,distension,24,35
B,0.6558248,perist,39,46
B,0.6847701,waves,51,57
B,0.89832777,visible,62,70
I,0.73337865,abdominal wall,77,92
B,0.9125226,she,8,12
B,0.82108337,referred,16,25
B,0.8249989,July,47,52
I,0.5731937,,52,53
B,0.54304135,progress,62,71
B,0.543407,o,77,79
I,0.6909426,ian cyst,82,90
B,0.8371709,,93,94
I,0.68343157,cm,95,97
I,0.5372885,vic ultrason,106,118
B,0.5054775,,123,124
I,0.77264506,2 weeks ago,124,135
B,0.67728645,screening,61,71
B,0.704187,expression,79,90
B,0.64511067,the,93,97
I,0.66165996,patient',97,106
B,0.54178345,opsy,116,120
B,0.5166621,rating,174,181
B,0.40548167,est,19,22
B,0.3374447,st,26,29
B,0.50622773,tumor,34,40
B,0.8820236,suspected,44,54
I,0.4751849,gastrectomy,62,74
B,0.847757,test,15,20
B,0.52970684,test,78,83
B,0.61260015,ibility,113,120
B,0.51567465,ce,127,130
B,0.5286646,c,151,153
I,0.46636143,≤,185,186
I,0.46609622,≤,227,228
B,0.46791023,meropenem ,244,255
B,0.58037734,They,0,4
B,0.58655137,al,15,17
I,0.50609,imembranosus,28,40
B,0.44300094,the,56,60
I,0.63599145,oblique popliteal ligament.,60,88
B,0.87133455,images,2,9
B,0.76995367,ret,14,18
B,0.84912837,evaluated,30,40
B,0.53921753,focusing,41,50
B,0.51420677,the,53,57
I,0.9484939,left ovary,57,68
B,0.6190169,fallop,69,76
I,0.7211546,ian tube,76,84
I,0.60398453,ubal cyst,95,104
B,0.707859,surgery,110,118
B,0.97531587,She,0,3
B,0.93886644,seen,7,12
B,0.9028473,,29,30
I,0.7296343,2 weeks,30,37
B,0.64311904,four,41,46
I,0.78865385,weeks post,46,57
B,0.69905984,discharge,57,67
B,0.93836063,lost,75,80
B,0.58933246,follow,83,90
I,0.42687288,cerv,3,8
B,0.5624131,looked,10,17
B,0.63366014,normal,25,32
B,0.81369287,displaced,40,50
B,0.8957076,che,24,27
I,0.4761961,les,30,34
B,0.90776783,prophyl,76,84
B,0.7733157,anti,95,100
B,0.6264015,ate,102,105
B,0.4900038,aggreg,108,115
B,0.9551128,i,180,181
I,0.59179896,men,198,202
B,0.5484705,ce,218,221
B,0.8144389,lum,253,257
I,0.7198997,/,346,347
B,0.6005519,ly,391,393
I,0.50601244,hours,506,512
B,0.52354,ity,16,19
I,0.4931728,necros,26,33
B,0.44819632,is,33,35
B,0.6069501,ation,54,59
B,0.53847265,seps,91,96
I,0.60028875,is,96,98
B,0.7598559,he died,98,106
I,0.8016472,day,124,128
B,0.73482805,A,0,1
I,0.8280448,2-year-old Japanese boy,1,25
B,0.9150078,presented,34,44
B,0.6155111,complaint,75,85
B,0.5827913,neck swelling,88,102
I,0.73244834,left lobe nodule,16,33
B,0.642482,,36,37
I,0.7108462,cm,38,41
B,0.5470841,trating,47,54
I,0.5726012,adjacent muscles,58,75
B,0.4213481,ates,97,101
B,0.43436858,trachea,105,113
I,0.38531974,.,113,114
B,0.6667902,atin,5,9
B,0.75031245,distributed,12,24
B,0.50228715,hom,27,30
B,0.86690116,exploration,33,45
B,0.5631356,the,48,52
I,0.68981326,patient,52,60
B,0.47343493,pop,62,66
I,0.57242805,al foss,70,77
I,0.44145298,bodies,25,32
B,0.70104265,nod,60,64
B,0.8050882,fixed,73,79
B,0.5927661,syn,86,90
I,0.65768677,ium,92,95
B,0.5436431,,18,19
I,0.71961015,6 day old female,19,35
I,0.6656328,on,38,40
B,0.8578922,referred,47,56
B,0.57061654,bil,84,88
B,0.7488643,version,96,103
I,0.59969246,upper ey,110,119
B,0.44645455,el,119,121
I,0.8031704,ids,121,124
B,0.7187301,birth,130,136
I,0.99782085,patient,3,11
B,0.82596153,ins,13,17
B,0.7802618,astr,69,73
B,0.5077522,pain,75,80
B,0.6425547,examination,110,122
B,0.5473272,discovery,126,136
B,0.8882565,reat,146,150
I,0.59124756,she,179,183
B,0.76204,referred,187,196
B,0.52651554,follow,7,14
B,0.9525076,examination,38,50
B,0.5801661,three,56,62
I,0.8423625,months,62,69
B,0.83025295,palpation,2,12
I,0.6170538,masses,17,24
B,0.65090215,hard,28,33
B,0.6796279,mobile,34,41
B,0.7944326,defined,47,55
B,0.7406313,measured 0,60,71
B,0.7184816,5,72,73
I,0.604826,4 cm,77,81
B,0.81037736,uity,17,21
B,0.6927537,6,25,27
I,0.70179415,right eye,37,47
B,0.5438872,counting fingers,51,68
I,0.7210747,left eye,80,89
B,0.73411375,examination,2,14
B,0.54808056,the,17,21
I,0.7523322,patient,21,29
B,0.65880513,hip revealed,31,44
B,0.57363695,normality,50,59
B,0.71739143,lapar,2,8
B,0.6973554,omy,10,13
I,0.46970582,var,32,35
I,0.58119255,uterus,63,70
B,0.77597874,sig,74,78
I,0.60956836,colon,82,88
B,0.70147884,She lost,0,8
B,0.5490838,lens seven,24,35
I,0.7621155,months,35,42
B,0.64039826,visit,61,67
B,0.8446605,trauma,73,80
I,0.8004366,child,87,93
B,0.40193775,kick,95,100
I,0.7803443,right eye,107,117
B,0.8657498,examination,8,20
B,0.8330358,admission revealed,23,42
I,0.66345763,aged woman,51,62
B,0.7508391,ob,81,84
